gene_id	scaffold	start	end	strand	product
PcrG002232	h1tg000048l	2062943	2064472	+	
PcrG002233	h1tg000048l	2074089	2075945	+	
PcrG002234	h1tg000048l	2089674	2093472	+	
PcrG002235	h1tg000048l	2102216	2121450	-	
PcrG002236	h1tg000048l	2133049	2146039	+	
PcrG002237	h1tg000048l	2155664	2167755	-	
PcrG002238	h1tg000049l	1444	2436	+	
PcrG002239	h1tg000049l	51501	60960	-	
PcrG002240	h1tg000049l	61286	65089	+	
PcrG002241	h1tg000049l	83592	84152	+	
PcrG002242	h1tg000049l	90276	99284	+	
PcrG002243	h1tg000049l	143465	158053	-	
PcrG002244	h1tg000049l	158856	160000	-	
PcrG002245	h1tg000049l	181951	224543	-	
PcrG002246	h1tg000049l	240607	251054	+	
PcrG002247	h1tg000049l	259783	271161	-	
PcrG002248	h1tg000049l	279725	293630	+	
PcrG002249	h1tg000049l	304823	313880	-	
PcrG002250	h1tg000049l	335736	349357	+	
PcrG002251	h1tg000049l	409615	418985	+	
PcrG002252	h1tg000049l	450732	508106	+	
PcrG002253	h1tg000049l	513191	524426	-	
PcrG002254	h1tg000049l	543397	565064	+	
PcrG002255	h1tg000049l	576372	578966	+	
PcrG002256	h1tg000049l	597320	599539	-	
PcrG002257	h1tg000049l	618851	621265	-	
PcrG002258	h1tg000049l	640646	674140	-	
PcrG002259	h1tg000049l	688910	723080	-	
PcrG002260	h1tg000049l	729756	750280	-	
PcrG002261	h1tg000049l	751492	752622	-	
PcrG002262	h1tg000049l	757024	760530	-	
PcrG002263	h1tg000049l	789672	799975	-	
PcrG002264	h1tg000049l	821641	822651	-	
PcrG002265	h1tg000049l	858007	864509	+	
PcrG002266	h1tg000049l	886065	891404	+	
PcrG002267	h1tg000049l	892119	893069	+	
PcrG002268	h1tg000049l	902617	904652	+	
PcrG002269	h1tg000049l	948154	967934	+	
PcrG002270	h1tg000049l	979681	993130	+	
PcrG002271	h1tg000049l	994448	999708	-	
PcrG002272	h1tg000049l	999856	1003539	+	
PcrG002273	h1tg000049l	1005595	1008304	-	
PcrG002274	h1tg000049l	1012109	1017769	-	
PcrG002275	h1tg000049l	1018180	1031088	+	
PcrG002276	h1tg000049l	1033327	1039196	+	
PcrG002277	h1tg000049l	1048400	1049440	-	
PcrG002278	h1tg000049l	1051801	1064731	+	
PcrG002279	h1tg000049l	1065642	1069066	-	
PcrG002280	h1tg000049l	1076394	1079470	-	
PcrG002281	h1tg000049l	1080833	1086613	-	
PcrG002282	h1tg000049l	1087933	1102462	+	
PcrG002283	h1tg000049l	1110735	1121705	-	
PcrG002284	h1tg000049l	1170198	1181904	+	
PcrG002285	h1tg000049l	1205781	1218582	+	
PcrG002286	h1tg000049l	1224510	1239794	+	
PcrG002287	h1tg000049l	1263463	1281201	+	
PcrG002288	h1tg000049l	1282004	1300593	-	
PcrG002289	h1tg000049l	1300856	1315124	+	
PcrG002290	h1tg000049l	1353578	1367445	+	
PcrG002291	h1tg000049l	1382002	1429289	+	
PcrG002292	h1tg000049l	1440781	1460829	+	
PcrG002293	h1tg000049l	1469389	1499168	+	
PcrG002294	h1tg000049l	1509266	1521375	+	
PcrG002295	h1tg000049l	1530161	1548372	-	
PcrG002296	h1tg000049l	1549744	1552402	-	
PcrG002297	h1tg000049l	1552618	1572599	+	
PcrG002298	h1tg000049l	1580280	1587608	-	
PcrG002299	h1tg000049l	1591493	1596093	-	
PcrG002300	h1tg000049l	1603632	1608371	-	
PcrG002301	h1tg000049l	1639744	1647824	+	
PcrG002302	h1tg000049l	1666207	1673376	-	
PcrG002303	h1tg000050l	9285	36256	+	
PcrG002304	h1tg000050l	78712	79770	+	
PcrG002305	h1tg000050l	86138	87211	+	
PcrG002306	h1tg000050l	89733	90839	+	
PcrG002307	h1tg000050l	97120	98202	+	
PcrG002308	h1tg000050l	100696	101811	+	
PcrG002309	h1tg000050l	105066	105866	+	
PcrG002310	h1tg000050l	158051	159166	+	
PcrG002311	h1tg000050l	161144	162375	-	
PcrG002312	h1tg000050l	189600	191125	+	
PcrG002313	h1tg000050l	207501	208184	+	
PcrG002314	h1tg000050l	211804	248774	-	
PcrG002315	h1tg000050l	248932	256674	+	
PcrG002316	h1tg000050l	264770	266311	+	
PcrG002317	h1tg000050l	285912	288124	+	
PcrG002318	h1tg000050l	295094	310774	-	
PcrG002319	h1tg000050l	313590	315887	-	
PcrG002320	h1tg000050l	319348	330776	-	
PcrG002321	h1tg000050l	331987	333750	-	
PcrG002322	h1tg000050l	345722	347023	-	
PcrG002323	h1tg000050l	360601	389159	+	
PcrG002324	h1tg000050l	393310	413520	+	
PcrG002325	h1tg000050l	456844	549427	+	
PcrG002326	h1tg000050l	672198	693746	+	
PcrG002327	h1tg000050l	697707	705679	+	
PcrG002328	h1tg000050l	709622	712417	-	
PcrG002329	h1tg000050l	713687	716786	-	
PcrG002330	h1tg000050l	719712	720749	+	
PcrG002331	h1tg000050l	729497	732448	+	
PcrG002332	h1tg000050l	738204	739274	-	
PcrG002333	h1tg000050l	742530	743444	-	
PcrG002334	h1tg000050l	745626	752522	+	
PcrG002335	h1tg000050l	754415	755338	-	
PcrG002336	h1tg000050l	768830	781068	-	
PcrG002337	h1tg000050l	869116	877368	-	
PcrG002338	h1tg000050l	881273	889756	-	
PcrG002339	h1tg000050l	896736	899606	+	
PcrG002340	h1tg000050l	907238	935242	-	
PcrG002341	h1tg000050l	935540	941676	+	
PcrG002342	h1tg000050l	952360	953496	+	
PcrG002343	h1tg000050l	969913	972812	+	
PcrG002344	h1tg000050l	974827	987691	-	
PcrG002345	h1tg000050l	987934	999661	+	
PcrG002346	h1tg000050l	1023407	1024819	+	
PcrG002347	h1tg000050l	1037485	1047497	-	
PcrG002348	h1tg000050l	1047801	1051944	+	
PcrG002349	h1tg000050l	1055132	1056166	+	
PcrG002350	h1tg000050l	1075109	1075936	-	
PcrG002351	h1tg000050l	1115125	1116222	-	
PcrG002352	h1tg000050l	1118760	1120019	-	
PcrG002353	h1tg000050l	1122769	1124010	-	
PcrG002354	h1tg000050l	1141089	1141319	-	
PcrG002355	h1tg000050l	1142213	1158177	+	
PcrG002356	h1tg000050l	1160546	1163052	-	
PcrG002357	h1tg000050l	1170322	1191446	+	
PcrG002358	h1tg000050l	1222258	1225711	-	
PcrG002359	h1tg000050l	1229226	1229531	+	
PcrG002360	h1tg000050l	1229995	1233235	+	
PcrG002361	h1tg000050l	1236718	1238726	-	
PcrG002362	h1tg000050l	1240715	1253672	-	
PcrG002363	h1tg000050l	1253808	1255808	+	
PcrG002364	h1tg000050l	1273029	1286310	-	
PcrG002365	h1tg000050l	1286773	1287795	+	
PcrG002366	h1tg000050l	1295308	1318521	+	
PcrG002367	h1tg000050l	1407783	1436657	+	
PcrG002368	h1tg000050l	1441307	1448832	-	
PcrG002369	h1tg000050l	1448981	1452590	+	
PcrG002370	h1tg000050l	1453421	1456643	+	
PcrG002371	h1tg000050l	1458058	1464279	-	
PcrG002372	h1tg000050l	1464966	1477368	+	
PcrG002373	h1tg000050l	1485587	1495424	+	
PcrG002374	h1tg000050l	1499214	1519492	-	
PcrG002375	h1tg000050l	1519750	1522375	+	
PcrG002376	h1tg000050l	1527535	1531031	-	
PcrG002377	h1tg000050l	1533068	1539748	+	
PcrG002378	h1tg000050l	1542088	1543107	+	
PcrG002379	h1tg000050l	1572457	1573947	+	
PcrG002380	h1tg000050l	1586578	1587555	-	
PcrG002381	h1tg000050l	1620048	1624041	-	
PcrG002382	h1tg000050l	1660490	1667775	-	
PcrG002383	h1tg000050l	1672295	1678862	-	
PcrG002384	h1tg000050l	1700903	1703538	-	
PcrG002385	h1tg000050l	1712493	1739538	-	
PcrG002386	h1tg000050l	1766548	1807891	+	
PcrG002387	h1tg000050l	1820646	1831318	+	
PcrG002388	h1tg000050l	1833295	1869851	+	
PcrG002389	h1tg000050l	1928480	1931608	+	
PcrG002390	h1tg000050l	2011273	2013780	-	
PcrG002391	h1tg000050l	2041667	2046360	-	
PcrG002392	h1tg000050l	2118433	2126783	-	
PcrG002393	h1tg000050l	2157431	2169701	+	
PcrG002394	h1tg000050l	2174287	2191516	-	
PcrG002395	h1tg000050l	2194644	2220655	-	
PcrG002396	h1tg000050l	2236202	2236669	-	
PcrG002397	h1tg000050l	2264228	2267107	-	
PcrG002398	h1tg000050l	2290637	2302687	-	
PcrG002399	h1tg000050l	2305048	2309344	+	
PcrG002400	h1tg000050l	2337701	2344521	-	
PcrG002401	h1tg000050l	2397782	2417594	+	
PcrG002402	h1tg000050l	2639937	2647561	-	
PcrG002403	h1tg000050l	2654161	2655168	-	
PcrG002404	h1tg000050l	2670821	2690545	+	
PcrG002405	h1tg000051l	27644	29581	+	
PcrG002406	h1tg000051l	33746	50430	+	
PcrG002407	h1tg000051l	188306	203715	+	
PcrG002408	h1tg000051l	204997	264192	+	
PcrG002409	h1tg000051l	305174	305986	+	
PcrG002410	h1tg000051l	306221	306967	+	
PcrG002411	h1tg000051l	382171	385125	+	
PcrG002412	h1tg000051l	410473	420437	+	
PcrG002413	h1tg000051l	524577	546510	+	
PcrG002414	h1tg000051l	609463	635176	-	
PcrG002415	h1tg000051l	635404	642698	+	
PcrG002416	h1tg000051l	662068	692720	+	
PcrG002417	h1tg000052l	588	3478	-	
PcrG002418	h1tg000052l	12892	13932	+	
PcrG002419	h1tg000052l	26306	27379	+	
PcrG002420	h1tg000052l	34441	41962	+	
PcrG002421	h1tg000052l	46808	67380	-	
PcrG002422	h1tg000052l	90653	91714	+	
PcrG002423	h1tg000052l	96045	113557	+	
PcrG002424	h1tg000052l	140038	143538	-	
PcrG002425	h1tg000052l	147950	158031	-	
PcrG002426	h1tg000052l	160862	173394	-	
PcrG002427	h1tg000052l	186267	199466	+	
PcrG002428	h1tg000052l	205578	209943	+	
PcrG002429	h1tg000052l	212364	235180	-	
PcrG002430	h1tg000052l	245056	266778	-	
PcrG002431	h1tg000052l	270238	289252	+	
PcrG002432	h1tg000052l	343187	355550	+	
PcrG002433	h1tg000052l	383067	416595	+	
PcrG002434	h1tg000052l	416986	429566	+	
PcrG002435	h1tg000052l	455226	456278	+	
PcrG002436	h1tg000052l	469043	514516	+	
PcrG002437	h1tg000052l	515087	527275	+	
PcrG002438	h1tg000052l	559717	568907	+	
PcrG002439	h1tg000052l	608784	614988	+	
PcrG002440	h1tg000052l	620327	624199	-	
PcrG002441	h1tg000052l	635805	637765	-	
PcrG002442	h1tg000052l	638015	641732	-	
PcrG002443	h1tg000052l	668017	675475	+	
PcrG002444	h1tg000052l	682343	689580	+	
PcrG002445	h1tg000052l	695736	713988	+	
PcrG002446	h1tg000052l	715470	723077	-	
PcrG002447	h1tg000052l	726114	743526	+	
PcrG002448	h1tg000052l	760607	778064	+	
PcrG002449	h1tg000052l	782247	804293	-	
PcrG002450	h1tg000052l	830103	843917	-	
PcrG002451	h1tg000052l	850756	851586	+	
PcrG002452	h1tg000052l	856457	857218	-	
PcrG002453	h1tg000052l	858991	873910	-	
PcrG002454	h1tg000052l	873988	897835	+	
PcrG002455	h1tg000052l	902441	903340	+	
PcrG002456	h1tg000052l	911298	912233	-	
PcrG002457	h1tg000052l	914655	918491	+	
PcrG002458	h1tg000052l	930284	934121	-	
PcrG002459	h1tg000052l	935838	949246	-	
PcrG002460	h1tg000052l	958221	961519	+	
PcrG002461	h1tg000052l	998435	1025091	+	
PcrG002462	h1tg000052l	1030974	1032545	+	
PcrG002463	h1tg000052l	1127136	1127636	+	
PcrG002464	h1tg000052l	1127754	1128287	+	
PcrG002465	h1tg000052l	1173996	1174838	+	
PcrG002466	h1tg000052l	1405666	1406580	+	
PcrG002467	h1tg000052l	1423607	1426423	+	
PcrG002468	h1tg000052l	1430551	1448369	-	
PcrG002469	h1tg000052l	1460367	1482187	-	
PcrG002470	h1tg000052l	1487663	1528417	+	
PcrG002471	h1tg000052l	1593009	1604819	+	
PcrG002472	h1tg000052l	1620293	1647529	-	
PcrG002473	h1tg000052l	1647900	1655968	+	
PcrG002474	h1tg000052l	1657070	1660589	-	
PcrG002475	h1tg000052l	1664447	1665286	+	
PcrG002476	h1tg000052l	1668313	1697885	-	
PcrG002477	h1tg000052l	1737504	1760557	+	
PcrG002478	h1tg000052l	1761744	1763662	+	
PcrG002479	h1tg000052l	1812553	1814821	-	
PcrG002480	h1tg000052l	1815430	1822773	-	
PcrG002481	h1tg000052l	1825600	1827740	+	
PcrG002482	h1tg000052l	1828469	1834960	-	
PcrG002483	h1tg000052l	1838850	1852695	+	
PcrG002484	h1tg000052l	1902671	1908806	-	
PcrG002485	h1tg000053l	880	1353	-	
PcrG002486	h1tg000053l	2341	7273	+	
PcrG002487	h1tg000053l	9574	48212	-	
PcrG002488	h1tg000053l	48392	52260	+	
PcrG002489	h1tg000053l	96012	115659	+	
PcrG002490	h1tg000053l	123271	124443	-	
PcrG002491	h1tg000053l	132523	145298	-	
PcrG002492	h1tg000053l	148878	152768	-	
PcrG002493	h1tg000053l	155538	159871	-	
PcrG002494	h1tg000053l	161465	164433	+	
PcrG002495	h1tg000053l	171602	175109	+	
PcrG002496	h1tg000053l	177107	180438	+	
PcrG002497	h1tg000053l	189299	195059	-	
PcrG002498	h1tg000053l	195366	214256	+	
PcrG002499	h1tg000053l	216417	217466	-	
PcrG002500	h1tg000053l	438993	439664	-	
PcrG002501	h1tg000053l	439710	440300	-	
PcrG002502	h1tg000053l	448654	449240	-	
PcrG002503	h1tg000053l	454268	455305	-	
PcrG002504	h1tg000053l	602452	622162	+	
PcrG002505	h1tg000053l	658819	666297	+	
PcrG002506	h1tg000053l	675419	707403	+	
PcrG002507	h1tg000053l	720489	721245	+	
PcrG002508	h1tg000053l	722792	735955	-	
PcrG002509	h1tg000053l	864645	869821	+	
PcrG002510	h1tg000053l	877503	878483	-	
PcrG002511	h1tg000053l	878940	880298	+	
PcrG002512	h1tg000053l	889798	891162	+	
PcrG002513	h1tg000053l	900116	901477	+	
PcrG002514	h1tg000053l	906898	909266	+	
PcrG002515	h1tg000053l	914364	915743	+	
PcrG002516	h1tg000053l	918437	919879	+	
PcrG002517	h1tg000053l	936432	937283	-	
PcrG002518	h1tg000053l	939653	941455	-	
PcrG002519	h1tg000053l	945957	952460	-	
PcrG002520	h1tg000053l	955341	974181	-	
PcrG002521	h1tg000053l	974767	986397	+	
PcrG002522	h1tg000054l	1620	6829	+	
PcrG002523	h1tg000054l	8801	39000	-	
PcrG002524	h1tg000054l	54446	71769	-	
PcrG002525	h1tg000054l	78240	86062	-	
PcrG002526	h1tg000054l	116139	120062	+	
PcrG002527	h1tg000054l	124050	125814	-	
PcrG002528	h1tg000054l	126012	147664	-	
PcrG002529	h1tg000054l	216713	219970	-	
PcrG002530	h1tg000054l	297718	301209	+	
PcrG002531	h1tg000054l	305888	311829	-	
PcrG002532	h1tg000054l	322506	323621	+	
PcrG002533	h1tg000054l	361128	380104	+	
PcrG002534	h1tg000054l	389839	393324	+	
PcrG002535	h1tg000054l	397314	425296	-	
PcrG002536	h1tg000054l	481066	493987	+	
PcrG002537	h1tg000054l	507722	511453	+	
PcrG002538	h1tg000054l	515432	530671	-	
PcrG002539	h1tg000054l	541401	567919	+	
PcrG002540	h1tg000054l	573863	578523	-	
PcrG002541	h1tg000054l	587756	594195	-	
PcrG002542	h1tg000054l	610119	611018	-	
PcrG002543	h1tg000054l	616508	617446	+	
PcrG002544	h1tg000054l	622639	625502	-	
PcrG002545	h1tg000054l	631603	673688	-	
PcrG002546	h1tg000054l	674205	677785	+	
PcrG002547	h1tg000054l	680304	683751	+	
PcrG002548	h1tg000054l	887188	887658	+	
PcrG002549	h1tg000054l	926503	954487	+	
PcrG002550	h1tg000054l	1003655	1005530	+	
PcrG002551	h1tg000054l	1375179	1403152	-	
PcrG002552	h1tg000054l	1428400	1434021	-	
PcrG002553	h1tg000054l	1439302	1448220	-	
PcrG002554	h1tg000054l	1458217	1459812	+	
PcrG002555	h1tg000054l	1513752	1518198	+	
PcrG002556	h1tg000054l	1533417	1535708	-	
PcrG002557	h1tg000054l	1558588	1563417	+	
PcrG002558	h1tg000054l	1598646	1607568	+	
PcrG002559	h1tg000054l	1641654	1642577	+	
PcrG002560	h1tg000055l	81206	98513	-	
PcrG002561	h1tg000055l	130196	150117	-	
PcrG002562	h1tg000055l	211736	225091	-	
PcrG002563	h1tg000055l	263421	272278	-	
PcrG002564	h1tg000055l	340031	366448	-	
PcrG002565	h1tg000055l	382178	391604	-	
PcrG002566	h1tg000055l	485798	486778	-	
PcrG002567	h1tg000055l	573996	587773	-	
PcrG002568	h1tg000055l	698328	719603	-	
PcrG002569	h1tg000055l	753615	770424	-	
PcrG002570	h1tg000055l	789935	793766	+	
PcrG002571	h1tg000055l	820162	841808	-	
PcrG002572	h1tg000055l	910066	933632	-	
PcrG002573	h1tg000055l	945612	962570	-	
PcrG002574	h1tg000055l	965625	996689	+	
PcrG002575	h1tg000055l	998933	1009074	-	
PcrG002576	h1tg000055l	1048620	1075227	-	
PcrG002577	h1tg000055l	1083942	1112820	-	
PcrG002578	h1tg000055l	1119414	1141176	-	
PcrG002579	h1tg000055l	1153765	1176842	-	
PcrG002580	h1tg000056l	1353	3575	-	
PcrG002581	h1tg000056l	27994	28590	-	
PcrG002582	h1tg000056l	45791	50857	-	
PcrG002583	h1tg000056l	68611	71150	+	
PcrG002584	h1tg000056l	82375	90950	+	
PcrG002585	h1tg000056l	96491	99831	-	
PcrG002586	h1tg000056l	145177	160228	+	
PcrG002587	h1tg000056l	174314	181112	-	
PcrG002588	h1tg000056l	188098	211246	+	
PcrG002589	h1tg000056l	216635	231556	+	
PcrG002590	h1tg000056l	237723	276663	-	
PcrG002591	h1tg000056l	277981	282382	+	
PcrG002592	h1tg000056l	286369	347027	+	
PcrG002593	h1tg000056l	347963	348790	-	
PcrG002594	h1tg000056l	368177	454593	+	
PcrG002595	h1tg000056l	459107	462432	+	
PcrG002596	h1tg000056l	465152	476470	+	
PcrG002597	h1tg000056l	478743	482734	+	
PcrG002598	h1tg000056l	483921	487478	+	
PcrG002599	h1tg000056l	489908	496621	-	
PcrG002600	h1tg000056l	612972	616937	+	
PcrG002601	h1tg000056l	641983	717207	+	
PcrG002602	h1tg000056l	736550	743838	+	
PcrG002603	h1tg000056l	753300	755012	-	
PcrG002604	h1tg000056l	757595	769874	-	
PcrG002605	h1tg000056l	791427	798696	+	
PcrG002606	h1tg000056l	806588	815235	+	
PcrG002607	h1tg000056l	827965	829347	-	
PcrG002608	h1tg000056l	834291	834785	+	
PcrG002609	h1tg000056l	841064	844279	+	
PcrG002610	h1tg000056l	862439	869716	+	
PcrG002611	h1tg000056l	881577	884523	+	
PcrG002612	h1tg000056l	905026	912332	+	
PcrG002613	h1tg000056l	914598	924476	-	
PcrG002614	h1tg000056l	933224	934306	+	
PcrG002615	h1tg000056l	938857	965858	-	
PcrG002616	h1tg000056l	966535	988046	+	
PcrG002617	h1tg000056l	990743	1002705	-	
PcrG002618	h1tg000056l	1008051	1009244	+	
PcrG002619	h1tg000056l	1013106	1014206	+	
PcrG002620	h1tg000056l	1015114	1040209	-	
PcrG002621	h1tg000056l	1043971	1076499	-	
PcrG002622	h1tg000056l	1087825	1096681	+	
PcrG002623	h1tg000056l	1101037	1179687	-	
PcrG002624	h1tg000056l	1240348	1243327	+	
PcrG002625	h1tg000056l	1244689	1256298	-	
PcrG002626	h1tg000056l	1291307	1332910	+	
PcrG002627	h1tg000056l	1347045	1347599	-	
PcrG002628	h1tg000056l	1366931	1367866	-	
PcrG002629	h1tg000056l	1371928	1372842	+	
PcrG002630	h1tg000056l	1375416	1376357	+	
PcrG002631	h1tg000056l	1379856	1380764	+	
PcrG002632	h1tg000056l	1515966	1516997	+	
PcrG002633	h1tg000056l	1584397	1585290	+	
PcrG002634	h1tg000056l	1604377	1605252	+	
PcrG002635	h1tg000056l	1616834	1617736	+	
PcrG002636	h1tg000056l	1632207	1633106	+	
PcrG002637	h1tg000056l	1646655	1647668	+	
PcrG002638	h1tg000056l	1660921	1661814	+	
PcrG002639	h1tg000056l	1668349	1669290	+	
PcrG002640	h1tg000056l	1672413	1673348	+	
PcrG002641	h1tg000056l	1674751	1675680	-	
PcrG002642	h1tg000056l	1682000	1682941	-	
PcrG002643	h1tg000056l	1688459	1689397	-	
PcrG002644	h1tg000056l	1692711	1693655	-	
PcrG002645	h1tg000056l	1703178	1703822	-	
PcrG002646	h1tg000056l	1744915	1745904	+	
PcrG002647	h1tg000056l	1749053	1784467	-	
PcrG002648	h1tg000056l	1794911	1802771	-	
PcrG002649	h1tg000057l	31732	32760	+	
PcrG002650	h1tg000057l	36323	37342	+	
PcrG002651	h1tg000057l	41776	47945	-	
PcrG002652	h1tg000057l	50234	50665	+	
PcrG002653	h1tg000057l	54225	56294	-	
PcrG002654	h1tg000057l	68348	71029	-	
PcrG002655	h1tg000057l	86103	89552	+	
PcrG002656	h1tg000057l	94592	102827	-	
PcrG002657	h1tg000057l	132324	133802	+	
PcrG002658	h1tg000057l	140976	142955	+	
PcrG002659	h1tg000057l	153406	154734	+	
PcrG002660	h1tg000057l	169353	170706	+	
PcrG002661	h1tg000057l	188488	189930	+	
PcrG002662	h1tg000057l	207587	211567	+	
PcrG002663	h1tg000057l	212007	213119	+	
PcrG002664	h1tg000057l	233096	234452	+	
PcrG002665	h1tg000057l	249299	250621	+	
PcrG002666	h1tg000057l	271193	281529	+	
PcrG002667	h1tg000057l	284727	286591	+	
PcrG002668	h1tg000057l	315872	337398	+	
PcrG002669	h1tg000057l	346395	347870	+	
PcrG002670	h1tg000057l	356755	357625	+	
PcrG002671	h1tg000057l	366577	367994	+	
PcrG002672	h1tg000057l	392107	398171	+	
PcrG002673	h1tg000057l	416891	418563	+	
PcrG002674	h1tg000057l	446999	448539	+	
PcrG002675	h1tg000057l	457552	458595	+	
PcrG002676	h1tg000057l	460998	462705	-	
PcrG002677	h1tg000057l	474734	477208	+	
PcrG002678	h1tg000057l	541736	543079	+	
PcrG002679	h1tg000057l	546560	548267	+	
PcrG002680	h1tg000057l	560901	562237	+	
PcrG002681	h1tg000057l	567449	573771	+	
PcrG002682	h1tg000057l	586887	588260	+	
PcrG002683	h1tg000057l	590352	591151	+	
PcrG002684	h1tg000057l	593443	595477	+	
PcrG002685	h1tg000057l	597400	606294	+	
PcrG002686	h1tg000057l	610274	611875	+	
PcrG002687	h1tg000057l	621038	622485	+	
PcrG002688	h1tg000057l	664509	665947	+	
PcrG002689	h1tg000057l	704708	705907	+	
PcrG002690	h1tg000057l	746860	748296	+	
PcrG002691	h1tg000057l	763862	764062	+	
PcrG002692	h1tg000057l	821247	822575	+	
PcrG002693	h1tg000057l	843285	848566	+	
PcrG002694	h1tg000057l	876642	877569	+	
PcrG002695	h1tg000057l	880163	900302	-	
PcrG002696	h1tg000057l	911845	913014	+	
PcrG002697	h1tg000057l	916576	929975	-	
PcrG002698	h1tg000057l	930282	932402	+	
PcrG002699	h1tg000057l	935084	940111	-	
PcrG002700	h1tg000057l	949383	951498	+	
PcrG002701	h1tg000057l	954719	975064	-	
PcrG002702	h1tg000057l	975229	982733	+	
PcrG002703	h1tg000057l	1003761	1020050	-	
PcrG002704	h1tg000057l	1022838	1028368	-	
PcrG002705	h1tg000057l	1028580	1037036	+	
PcrG002706	h1tg000057l	1043364	1044431	+	
PcrG002707	h1tg000057l	1048528	1058501	-	
PcrG002708	h1tg000057l	1070031	1076720	+	
PcrG002709	h1tg000057l	1083832	1122855	-	
PcrG002710	h1tg000057l	1123040	1127407	+	
PcrG002711	h1tg000057l	1130747	1143224	-	
PcrG002712	h1tg000057l	1143544	1156542	+	
PcrG002713	h1tg000057l	1160686	1164873	-	
PcrG002714	h1tg000057l	1172681	1193162	-	
PcrG002715	h1tg000057l	1198986	1211407	-	
PcrG002716	h1tg000057l	1213368	1213877	+	
PcrG002717	h1tg000057l	1217047	1217628	+	
PcrG002718	h1tg000057l	1226501	1234689	+	
PcrG002719	h1tg000057l	1239855	1241733	+	
PcrG002720	h1tg000057l	1242691	1244334	+	
PcrG002721	h1tg000057l	1246307	1247311	+	
PcrG002722	h1tg000057l	1251275	1261525	-	
PcrG002723	h1tg000057l	1277214	1288822	+	
PcrG002724	h1tg000057l	1294362	1312701	-	
PcrG002725	h1tg000057l	1316649	1318864	+	
PcrG002726	h1tg000057l	1322650	1324938	+	
PcrG002727	h1tg000057l	1338917	1344455	-	
PcrG002728	h1tg000057l	1403538	1420285	-	
PcrG002729	h1tg000057l	1493559	1494468	+	
PcrG002730	h1tg000057l	1504980	1505975	+	
PcrG002731	h1tg000057l	1525597	1531181	+	
PcrG002732	h1tg000057l	1543413	1543769	+	
PcrG002733	h1tg000057l	1562366	1562683	+	
PcrG002734	h1tg000057l	1592941	1596134	+	
PcrG002735	h1tg000057l	1604883	1617701	+	
PcrG002736	h1tg000057l	1652915	1660242	+	
PcrG002737	h1tg000057l	1662577	1669674	-	
PcrG002738	h1tg000057l	1673733	1690090	+	
PcrG002739	h1tg000057l	1695767	1711165	+	
PcrG002740	h1tg000057l	1759081	1759664	-	
PcrG002741	h1tg000057l	1768407	1769057	-	
PcrG002742	h1tg000057l	1786038	1794905	-	
PcrG002743	h1tg000057l	1804501	1805462	-	
PcrG002744	h1tg000057l	1849139	1850858	-	
PcrG002745	h1tg000057l	1857635	1858416	-	
PcrG002746	h1tg000057l	1925829	1928125	-	
PcrG002747	h1tg000057l	2039211	2045607	-	
PcrG002748	h1tg000057l	2087256	2089341	-	
PcrG002749	h1tg000057l	2098651	2101280	-	
PcrG002750	h1tg000057l	2143575	2145690	+	
PcrG002751	h1tg000057l	2145916	2147379	-	
PcrG002752	h1tg000057l	2150507	2153286	+	
PcrG002753	h1tg000057l	2165220	2167177	+	
PcrG002754	h1tg000057l	2170179	2170688	-	
PcrG002755	h1tg000057l	2170844	2192742	+	
PcrG002756	h1tg000057l	2234679	2235131	+	
PcrG002757	h1tg000057l	2262405	2276288	+	
PcrG002758	h1tg000057l	2304845	2306528	+	
PcrG002759	h1tg000057l	2358031	2381558	+	
PcrG002760	h1tg000057l	2517102	2517446	+	
PcrG002761	h1tg000057l	2532567	2534283	+	
PcrG002762	h1tg000057l	2548608	2549965	+	
PcrG002763	h1tg000057l	2632385	2633328	+	
PcrG002764	h1tg000057l	2681553	2683865	+	
PcrG002765	h1tg000057l	2703564	2705340	+	
PcrG002766	h1tg000057l	2720430	2722012	+	
PcrG002767	h1tg000057l	2783183	2783527	+	
PcrG002768	h1tg000057l	2861246	2862123	+	
PcrG002769	h1tg000057l	2880625	2893312	-	
PcrG002770	h1tg000057l	2895625	2899621	+	
PcrG002771	h1tg000058l	1833	23623	+	
PcrG002772	h1tg000058l	25852	26841	-	
PcrG002773	h1tg000058l	26954	47248	+	
PcrG002774	h1tg000058l	51786	54827	-	
PcrG002775	h1tg000058l	55013	56964	+	
PcrG002776	h1tg000058l	59310	88518	+	
PcrG002777	h1tg000058l	95284	104214	-	
PcrG002778	h1tg000058l	108176	109498	-	
PcrG002779	h1tg000058l	139816	153851	-	
PcrG002780	h1tg000058l	154109	156494	+	
PcrG002781	h1tg000058l	157999	163018	-	
PcrG002782	h1tg000058l	163323	165422	+	
PcrG002783	h1tg000058l	167840	179474	+	
PcrG002784	h1tg000058l	186041	258961	-	
PcrG002785	h1tg000058l	277101	278382	-	
PcrG002786	h1tg000058l	321567	322652	-	
PcrG002787	h1tg000058l	324035	332438	+	
PcrG002788	h1tg000058l	335596	337260	-	
PcrG002789	h1tg000058l	337373	344098	+	
PcrG002790	h1tg000058l	351467	352567	+	
PcrG002791	h1tg000058l	364831	371168	+	
PcrG002792	h1tg000058l	383285	386775	+	
PcrG002793	h1tg000058l	416150	431393	+	
PcrG002794	h1tg000058l	449424	451817	+	
